Locus	Allele	Length	Contig	Start position	End position	Flags
LEPT03803	83	1611	NZ_CP043876.1	498826	500436	
LEPT03806	67	1281	NZ_CP043876.1	494777	496057	
LEPT03807	3	345	NZ_CP043876.1	494394	494738	
LEPT03809	78	2034	NZ_CP043876.1	491828	493861	
LEPT03816	1	276	NZ_CP043876.1	487387	487662	
LEPT03819	77	1968	NZ_CP043876.1	484169	486136	
LEPT03820	1	564	NZ_CP043876.1	483446	484009	
LEPT03821	1	639	NZ_CP043876.1	482761	483399	
LEPT03822	12	939	NZ_CP043876.1	481805	482743	
LEPT03823	14	759	NZ_CP043876.1	481050	481808	
LEPT03824	1	894	NZ_CP043876.1	480051	480944	
LEPT03825	2	945	NZ_CP043876.1	478604	479548	
LEPT03829	30	336	NZ_CP043876.1	473757	474092	
LEPT03833	1	1014	NZ_CP043876.1	3825375	3826388	
LEPT03839	14	546	NZ_CP043876.1	3832106	3832651	
LEPT03845	13	615	NZ_CP043876.1	3837050	3837664	
LEPT03854	36	420	NZ_CP043876.1	3847603	3848022	
LEPT03855	14	885	NZ_CP043876.1	3848095	3848979	
LEPT03856	1	474	NZ_CP043876.1	3849051	3849524	
LEPT03861	35	648	NZ_CP043876.1	3851954	3852601	
LEPT03862	1	744	NZ_CP043876.1	3852655	3853398	
LEPT03868	60	1062	NZ_CP043876.1	3856972	3858033	
LEPT03871	89	3114	NZ_CP043876.1	3861905	3865018	
LEPT03872	35	954	NZ_CP043876.1	3865672	3866625	
LEPT03874	4	753	NZ_CP043876.1	3867228	3867980	
LEPT03876	1	708	NZ_CP043876.1	3868921	3869628	
LEPT03883	4	618	NZ_CP043876.1	3879343	3879960	
LEPT03888	55	1338	NZ_CP043876.1	3882971	3884308	
LEPT03894	76	1512	NZ_CP043876.1	3888869	3890380	
LEPT03895	83	2325	NZ_CP043876.1	3890421	3892745	
LEPT03905	67	1209	NZ_CP043876.1	3895824	3897032	
LEPT03909	68	1668	NZ_CP043876.1	3902748	3904415	
LEPT03911	1	561	NZ_CP043876.1	3905960	3906520	
LEPT03912	1	876	NZ_CP043876.1	3906571	3907446	
LEPT03917	1	510	NZ_CP043876.1	3913798	3914307	
LEPT03921	76	2631	NZ_CP043876.1	3917470	3920100	
LEPT03924	66	966	NZ_CP043876.1	3921912	3922877	
LEPT03926	89	3126	NZ_CP043876.1	3923882	3927007	
LEPT03928	82	1761	NZ_CP043876.1	3929735	3931495	
LEPT03930	64	957	NZ_CP043876.1	3933558	3934514	
LEPT03937	81	1335	NZ_CP043876.1	3937168	3938502	
LEPT03938	76	2586	NZ_CP043876.1	3938722	3941307	
LEPT03939	15	1008	NZ_CP043876.1	3941313	3942320	
LEPT03940	48	687	NZ_CP043876.1	3942449	3943135	
LEPT03941	5	1002	NZ_CP043876.1	3943247	3944248	
LEPT03943	42	678	NZ_CP043876.1	3944251	3944928	
LEPT03944	1	420	NZ_CP043876.1	3944925	3945344	
LEPT03945	79	2175	NZ_CP043876.1	3945325	3947499	
LEPT03947	1	735	NZ_CP043876.1	3949518	3950252	
LEPT03948	52	972	NZ_CP043876.1	3950253	3951224	
LEPT03949	4	780	NZ_CP043876.1	3951221	3952000	
LEPT03957	58	1143	NZ_CP043876.1	3955039	3956181	
LEPT03958	15	798	NZ_CP043876.1	3956256	3957053	
LEPT03959	1	450	NZ_CP043876.1	3957037	3957486	
LEPT03960	5	858	NZ_CP043876.1	3957483	3958340	
LEPT03961	14	912	NZ_CP043876.1	3959037	3959948	
LEPT03964	62	1023	NZ_CP043876.1	3961896	3962918	
LEPT03965	60	1272	NZ_CP043876.1	3962962	3964233	
LEPT03969	2	1326	NZ_CP043876.1	3966133	3967458	
LEPT03971	2	1800	NZ_CP043876.1	3968541	3970340	
LEPT03972	51	711	NZ_CP043876.1	3970353	3971063	
LEPT03978	13	432	NZ_CP043876.1	3975943	3976374	
LEPT03980	59	789	NZ_CP043876.1	3976797	3977585	
LEPT03982	1	384	NZ_CP043876.1	3977720	3978103	
LEPT03988	11	1353	NZ_CP043876.1	3985375	3986727	
LEPT03993	63	1242	NZ_CP043876.1	3988700	3989941	
LEPT03994	65	1698	NZ_CP043876.1	3990094	3991791	
LEPT03996	70	1881	NZ_CP043876.1	3991917	3993797	
LEPT03998	85	3408	NZ_CP043876.1	3996786	4000193	
LEPT03999	74	1569	NZ_CP043876.1	4000240	4001808	
LEPT04008	82	4191	NZ_CP043876.1	4008589	4012779	
LEPT04009	1	1725	NZ_CP043876.1	4013087	4014811	
LEPT04011	62	1014	NZ_CP043876.1	4015271	4016284	
LEPT04013	49	927	NZ_CP043876.1	4017641	4018567	
LEPT04019	1	669	NZ_CP043876.1	4021141	4021809	
LEPT04022	41	1338	NZ_CP043876.1	4022183	4023520	
LEPT04025	42	795	NZ_CP043876.1	4024591	4025385	
LEPT04026	3	1269	NZ_CP043876.1	4025430	4026698	
LEPT04027	1	585	NZ_CP043876.1	4026772	4027356	
LEPT04035	88	2427	NZ_CP043876.1	4032452	4034878	
LEPT04036	80	2847	NZ_CP043876.1	4034957	4037803	
LEPT04037	1	714	NZ_CP043876.1	4037804	4038517	
LEPT04039	43	903	NZ_CP043876.1	4039012	4039914	
LEPT04040	1	537	NZ_CP043876.1	4040790	4041326	
LEPT04041	62	1332	NZ_CP043876.1	4041384	4042715	
LEPT04049	60	1551	NZ_CP043876.1	4048991	4050541	
LEPT04051	56	1314	NZ_CP043876.1	4050668	4051981	
LEPT04053	13	639	NZ_CP043876.1	4053919	4054557	
LEPT04055	54	924	NZ_CP043876.1	4054797	4055720	
LEPT04059	70	1269	NZ_CP043876.1	4058559	4059827	
LEPT04063	12	807	NZ_CP043876.1	4061222	4062028	
LEPT04065	1	771	NZ_CP043876.1	4062402	4063172	
LEPT04067	15	1197	NZ_CP043876.1	4063938	4065134	
LEPT04068	50	576	NZ_CP043876.1	4065203	4065778	
LEPT04070	73	1116	NZ_CP043876.1	4066518	4067633	
LEPT04078	75	1788	NZ_CP043876.1	4072880	4074667	
LEPT04079	69	1299	NZ_CP043876.1	4074918	4076216	
LEPT04080	53	657	NZ_CP043876.1	4076213	4076869	
LEPT04082	13	489	NZ_CP043876.1	4078514	4079002	
LEPT04085	1	1023	NZ_CP043876.1	4080371	4081393	
LEPT04086	1	327	NZ_CP043876.1	4081390	4081716	
LEPT04087	37	468	NZ_CP043876.1	4082136	4082603	
LEPT04088	12	819	NZ_CP043876.1	4082753	4083571	
LEPT04091	73	1167	NZ_CP043876.1	4086929	4088095	
LEPT04092	53	1341	NZ_CP043876.1	4085415	4086755	
LEPT04093	59	672	NZ_CP043876.1	4088127	4088798	
LEPT04096	1	174	NZ_CP043876.1	4090525	4090698	
LEPT04097	1	396	NZ_CP043876.1	4090695	4091090	
LEPT04098	17	579	NZ_CP043876.1	4091090	4091668	
LEPT04102	1	702	NZ_CP043876.1	4093773	4094474	
LEPT04104	72	1392	NZ_CP043876.1	4094464	4095855	
LEPT04105	63	1152	NZ_CP043876.1	4095930	4097081	
LEPT04106	1	1305	NZ_CP043876.1	4097062	4098366	
LEPT04107	76	2379	NZ_CP043876.1	4098363	4100741	
LEPT04108	37	687	NZ_CP043876.1	4101095	4101781	
LEPT04109	64	1125	NZ_CP043876.1	4101986	4103110	
LEPT04110	1	255	NZ_CP043876.1	4103107	4103361	
LEPT04113	1	303	NZ_CP043876.1	4104697	4104999	
LEPT04119	75	2046	NZ_CP043876.1	4110786	4112831	
LEPT04120	15	972	NZ_CP043876.1	4112850	4113821	
LEPT04122	12	510	NZ_CP043876.1	4114479	4114988	
LEPT04123	14	546	NZ_CP043876.1	4114996	4115541	
LEPT04124	1	693	NZ_CP043876.1	4115710	4116402	
LEPT04138	1	1311	NZ_CP043876.1	4132789	4134099	
LEPT04139	60	1266	NZ_CP043876.1	4134115	4135380	
LEPT04140	1	438	NZ_CP043876.1	4135383	4135820	
LEPT04150	1	1026	NZ_CP043876.1	4143224	4144249	
LEPT04151	76	1398	NZ_CP043876.1	4144246	4145643	
LEPT04154	83	2019	NZ_CP043876.1	4147344	4149362	
LEPT04155	1	729	NZ_CP043876.1	4149359	4150087	
LEPT04156	48	930	NZ_CP043876.1	4150092	4151021	
LEPT04159	71	1158	NZ_CP043876.1	4152338	4153495	
LEPT04165	67	1212	NZ_CP043876.1	4168650	4169861	
LEPT04167	5	483	NZ_CP043876.1	4169858	4170340	
LEPT04168	12	414	NZ_CP043876.1	4170350	4170763	
LEPT04171	71	1467	NZ_CP043876.1	4172319	4173785	
LEPT04173	1	390	NZ_CP043876.1	4174978	4175367	
LEPT04174	57	1536	NZ_CP043876.1	4175372	4176907	
LEPT04176	1	234	NZ_CP043876.1	4177427	4177660	
LEPT04180	66	1179	NZ_CP043876.1	4180757	4181935	
LEPT04183	13	636	NZ_CP043876.1	4184408	4185043	
LEPT04184	41	651	NZ_CP043876.1	4185133	4185783	
LEPT04185	14	1230	NZ_CP043876.1	4185780	4187009	
LEPT04188	64	861	NZ_CP043876.1	4187965	4188825	
LEPT04190	71	1566	NZ_CP043876.1	4189487	4191052	
LEPT04191	82	915	NZ_CP043876.1	4191049	4191963	
LEPT04193	65	1389	NZ_CP043876.1	4192167	4193555	
LEPT04194	81	2136	NZ_CP043876.1	4193552	4195687	
LEPT04200	14	1344	NZ_CP043876.1	4201141	4202484	
LEPT04203	54	840	NZ_CP043876.1	4203978	4204817	
LEPT04204	54	1035	NZ_CP043876.1	4204978	4206012	
LEPT04208	77	1845	NZ_CP043876.1	4209012	4210856	
LEPT04210	78	1848	NZ_CP043876.1	4213921	4215768	
LEPT04214	44	912	NZ_CP043876.1	4217362	4218273	
LEPT04215	74	1077	NZ_CP043876.1	4219249	4220325	
LEPT04216	78	1686	NZ_CP043876.1	4220335	4222020	
LEPT04218	37	840	NZ_CP043876.1	4222655	4223494	
LEPT04219	68	1251	NZ_CP043876.1	4223498	4224748	
LEPT04220	69	918	NZ_CP043876.1	4224748	4225665	
LEPT04221	43	741	NZ_CP043876.1	4225662	4226402	
LEPT04226	1	912	NZ_CP043876.1	4230772	4231683	
LEPT04227	64	1122	NZ_CP043876.1	4232648	4233769	
LEPT04228	1	1011	NZ_CP043876.1	4233871	4234881	
LEPT04229	65	1044	NZ_CP043876.1	4234878	4235921	
LEPT04230	60	1002	NZ_CP043876.1	4235918	4236919	
LEPT04231	60	954	NZ_CP043876.1	4236916	4237869	
LEPT04232	76	2055	NZ_CP043876.1	4237875	4239929	
LEPT04236	77	1833	NZ_CP043876.1	4241376	4243208	
LEPT04240	71	1623	NZ_CP043876.1	4244035	4245657	
LEPT04242	73	1002	NZ_CP043876.1	4246266	4247267	
LEPT04246	3	1332	NZ_CP043876.1	4252951	4254282	
LEPT04248	62	864	NZ_CP043876.1	4255765	4256628	
LEPT04249	4	1569	NZ_CP043876.1	4258215	4259783	
LEPT04251	1	831	NZ_CP043876.1	4260359	4261189	
LEPT04253	44	774	NZ_CP043876.1	4261370	4262143	
LEPT04254	74	1965	NZ_CP043876.1	4262165	4264129	
LEPT04255	14	552	NZ_CP043876.1	4264229	4264780	
LEPT04263	13	789	NZ_CP043876.1	4272014	4272802	
LEPT04264	81	2430	NZ_CP043876.1	4272908	4275337	
LEPT04266	1	1164	NZ_CP043876.1	4276375	4277538	
LEPT04272	1	1953	NZ_CP043876.1	4282529	4284481	
LEPT04273	72	1722	NZ_CP043876.1	4284500	4286221	
LEPT04274	50	888	NZ_CP043876.1	4286188	4287075	
LEPT04275	4	621	NZ_CP043876.1	4287094	4287714	
LEPT04276	49	1209	NZ_CP043876.1	4287711	4288919	
LEPT04277	17	1401	NZ_CP043876.1	4288920	4290320	
LEPT04286	61	891	NZ_CP043876.1	4296762	4297652	
LEPT04289	60	1083	NZ_CP043876.1	4298909	4299991	
LEPT04290	55	1119	NZ_CP043876.1	4300018	4301136	
LEPT04293	13	675	NZ_CP043876.1	4303756	4304430	
LEPT04296	82	1773	NZ_CP043876.1	4305864	4307636	
LEPT04300	1	765	NZ_CP043876.1	4309975	4310739	
LEPT04301	75	1797	NZ_CP043876.1	4310750	4312546	
LEPT04305	60	588	NZ_CP043876.1	4314302	4314889	
LEPT04307	1	453	NZ_CP043876.1	4315596	4316048	
LEPT04308	69	1266	NZ_CP043876.1	4316090	4317355	
LEPT04309	80	1911	NZ_CP043876.1	4317396	4319306	
LEPT04311	48	1077	NZ_CP043876.1	4321018	4322094	
LEPT04319	61	588	NZ_CP043876.1	4327089	4327676	
LEPT04322	71	1545	NZ_CP043876.1	4328409	4329953	
LEPT04325	1	198	NZ_CP043876.1	4333852	4334049	
LEPT04326	71	1059	NZ_CP043876.1	4334110	4335168	
LEPT04327	17	933	NZ_CP043876.1	4335384	4336316	
LEPT04331	65	1440	NZ_CP043876.1	4338389	4339828	
LEPT04333	1	594	NZ_CP043876.1	4340173	4340766	
LEPT04335	82	1575	NZ_CP043876.1	4341156	4342730	
LEPT04336	60	849	NZ_CP043876.1	4342734	4343582	
LEPT04339	83	1254	NZ_CP043876.1	4346035	4347288	
LEPT04340	60	810	NZ_CP043876.1	4347281	4348090	
LEPT04341	50	1020	NZ_CP043876.1	4348211	4349230	
LEPT04342	1	348	NZ_CP043876.1	4349230	4349577	
LEPT04343	1	498	NZ_CP043876.1	4349574	4350071	
LEPT04346	62	876	NZ_CP043876.1	4351914	4352789	
LEPT04347	53	762	NZ_CP043876.1	4352792	4353553	
LEPT04348	54	765	NZ_CP043876.1	4353531	4354295	
LEPT04349	56	1449	NZ_CP043876.1	4355329	4356777	
LEPT04359	62	1908	NZ_CP043876.1	4363068	4364975	
LEPT04360	15	924	NZ_CP043876.1	4365119	4366042	
LEPT04361	52	933	NZ_CP043876.1	4366049	4366981	
LEPT04432	62	1452	NZ_CP043876.1	1143174	1144625	
lipL322	2	450	NZ_CP043876.1	1712989	1713438	
lipL323	2	450	NZ_CP043876.1	1712989	1713438	
lipL412	2	493	NZ_CP043876.1	3686506	3686998	
lipL413	3	492	NZ_CP043876.1	3686506	3686997	
mreA1	3	435	NZ_CP043876.1	1600719	1601153	
mreA2	11	435	NZ_CP043876.1	1600719	1601153	
pfkB1	34	432	NZ_CP043876.1	2898052	2898483	
pntA1	71	525	NZ_CP043876.1	56211	56735	
pntA2	42	525	NZ_CP043876.1	56211	56735	
rrs23	1	450	NZ_CP043876.1	1269272	1269721	
rrs23	1	450	NZ_CP043876.1	1913013	1913462	
secY3	3	501	NZ_CP043876.1	3520666	3521166	
sucA1	1	447	NZ_CP043876.1	3053864	3054310	
tpiA1	13	426	NZ_CP043876.1	2591687	2592112	

